Timestamp,Run,ThreadType,ThreadID,Evento,Detalhes
12482.822922018,9,Executor,140720513602732,WriteEnd,Escrita concluída
12482.822850964,9,Executor,140720513602720,WriteStart,Preço a ser escrito: 25.5400
12482.822975826,9,Executor,140720513602720,WriteEnd,Escrita concluída
12482.823035561,9,Executor,140720513602728,WriteStart,Preço a ser escrito: 25.5400
12482.823042144,9,Executor,140720513602728,WriteEnd,Escrita concluída
12482.823045962,9,Executor,140720513602732,ReadStart,Tentando ler o preço da PETR4
12482.823046295,9,Executor,140720513602736,WriteStart,Preço a ser escrito: 25.5400
12482.823059916,9,Executor,140720513602732,ReadEnd,Preço lido: 25.5400
12482.823062361,9,Executor,140720513602736,WriteEnd,Escrita concluída
12482.823079818,9,Executor,140720513602720,ReadStart,Tentando ler o preço da PETR4
12482.823094589,9,Executor,140720513602720,ReadEnd,Preço lido: 25.5400
12482.823129929,9,Executor,140720513602728,ReadStart,Tentando ler o preço da PETR4
12482.823138911,9,Executor,140720513602728,ReadEnd,Preço lido: 25.5400
12482.823155319,9,Executor,140720513602736,ReadStart,Tentando ler o preço da PETR4
12482.823162388,9,Executor,140720513602736,ReadEnd,Preço lido: 25.5400
12482.823206416,9,Executor,140720513602732,WriteStart,Preço a ser escrito: 25.5500
12482.823210710,9,Executor,140720513602732,WriteEnd,Escrita concluída
12482.823220649,9,Executor,140720513602724,WriteStart,Preço a ser escrito: 25.5400
12482.823223563,9,Executor,140720513602724,WriteEnd,Escrita concluída
12482.823368669,9,Executor,140720513602736,WriteStart,Preço a ser escrito: 25.5500
12482.823371501,9,Executor,140720513602736,WriteEnd,Escrita concluída
12482.823384001,9,Executor,140720513602732,ReadStart,Tentando ler o preço da PETR4
12482.823390747,9,Executor,140720513602720,WriteStart,Preço a ser escrito: 25.5500
12482.823392550,9,Executor,140720513602724,ReadStart,Tentando ler o preço da PETR4
12482.823393909,9,Executor,140720513602732,ReadEnd,Preço lido: 25.5500
12482.823393300,9,Executor,140720513602720,WriteEnd,Escrita concluída
12482.823401793,9,Executor,140720513602724,ReadEnd,Preço lido: 25.5500
12482.823425221,9,Executor,140720513602728,WriteStart,Preço a ser escrito: 25.5500
12482.823429847,9,Executor,140720513602728,WriteEnd,Escrita concluída
12482.823516450,9,Executor,140720513602736,ReadStart,Tentando ler o preço da PETR4
12482.823521568,9,Executor,140720513602736,ReadEnd,Preço lido: 25.5500
12482.823549488,9,Executor,140720513602724,WriteStart,Preço a ser escrito: 25.5600
12482.823551606,9,Executor,140720513602724,WriteEnd,Escrita concluída
12482.823619963,9,Executor,140720513602732,WriteStart,Preço a ser escrito: 25.5600
12482.823626345,9,Executor,140720513602732,WriteEnd,Escrita concluída
12482.823750328,9,Executor,140720513602736,WriteStart,Preço a ser escrito: 25.5600
12482.823755899,9,Executor,140720513602736,WriteEnd,Escrita concluída
12482.824025916,9,Análise,-1,Start,Iniciando análise de resultados
12482.824048195,9,Análise,-1,ContadorCheck,Esperado: 25, Resultado: 10
12482.824084282,9,Análise,-1,PrecoCheck,Esperado: 25.75, Resultado: 25.56
12482.824113900,9,Análise,-1,End,Análise concluída
12483.824462679,10,Main,-1,RunStart,Iniciando nova execução
12483.824666581,10,Executor,140720513602720,ReadStart,Tentando ler o preço da PETR4
12483.824691718,10,Executor,140720513602720,ReadEnd,Preço lido: 25.5000
12483.824725315,10,Executor,140720513602724,ReadStart,Tentando ler o preço da PETR4
12483.824736654,10,Executor,140720513602724,ReadEnd,Preço lido: 25.5000
12483.824757391,10,Executor,140720513602728,ReadStart,Tentando ler o preço da PETR4
12483.824772944,10,Executor,140720513602728,ReadEnd,Preço lido: 25.5000
12483.824852389,10,Executor,140720513602732,ReadStart,Tentando ler o preço da PETR4
12483.824863708,10,Executor,140720513602732,ReadEnd,Preço lido: 25.5000
12483.825044905,10,Executor,140720513602720,WriteStart,Preço a ser escrito: 25.5100
12483.825182619,10,Executor,140720513602720,WriteEnd,Escrita concluída
12483.825046289,10,Executor,140720513602736,ReadStart,Tentando ler o preço da PETR4
12483.825250160,10,Executor,140720513602732,WriteStart,Preço a ser escrito: 25.5100
12483.825257389,10,Executor,140720513602732,WriteEnd,Escrita concluída
12483.825282577,10,Executor,140720513602736,ReadEnd,Preço lido: 25.5100
12483.825339542,10,Executor,140720513602720,ReadStart,Tentando ler o preço da PETR4
12483.825048736,10,Executor,140720513602724,WriteStart,Preço a ser escrito: 25.5100
12483.825349599,10,Executor,140720513602720,ReadEnd,Preço lido: 25.5100
12483.825372134,10,Executor,140720513602724,WriteEnd,Escrita concluída
12483.825388877,10,Executor,140720513602732,ReadStart,Tentando ler o preço da PETR4
12483.825400025,10,Executor,140720513602732,ReadEnd,Preço lido: 25.5100
12483.825090647,10,Executor,140720513602728,WriteStart,Preço a ser escrito: 25.5100
12483.825419245,10,Executor,140720513602728,WriteEnd,Escrita concluída
12483.825462610,10,Executor,140720513602724,ReadStart,Tentando ler o preço da PETR4
12483.825471080,10,Executor,140720513602724,ReadEnd,Preço lido: 25.5100
12483.825540776,10,Executor,140720513602728,ReadStart,Tentando ler o preço da PETR4
12483.825549018,10,Executor,140720513602728,ReadEnd,Preço lido: 25.5100
12483.825553303,10,Executor,140720513602736,WriteStart,Preço a ser escrito: 25.5200
12483.825557486,10,Executor,140720513602736,WriteEnd,Escrita concluída
12483.825621997,10,Executor,140720513602720,WriteStart,Preço a ser escrito: 25.5200
12483.825626527,10,Executor,140720513602720,WriteEnd,Escrita concluída
12483.825665345,10,Executor,140720513602732,WriteStart,Preço a ser escrito: 25.5200
12483.825669785,10,Executor,140720513602732,WriteEnd,Escrita concluída
12483.825674069,10,Executor,140720513602736,ReadStart,Tentando ler o preço da PETR4
12483.825684858,10,Executor,140720513602736,ReadEnd,Preço lido: 25.5200
12483.825716471,10,Executor,140720513602728,WriteStart,Preço a ser escrito: 25.5200
12483.825721025,10,Executor,140720513602728,WriteEnd,Escrita concluída
12483.825756888,10,Executor,140720513602724,WriteStart,Preço a ser escrito: 25.5200
12483.825761731,10,Executor,140720513602724,WriteEnd,Escrita concluída
12483.825761633,10,Executor,140720513602720,ReadStart,Tentando ler o preço da PETR4
12483.825783487,10,Executor,140720513602720,ReadEnd,Preço lido: 25.5200
12483.825794117,10,Executor,140720513602732,ReadStart,Tentando ler o preço da PETR4
12483.825804119,10,Executor,140720513602732,ReadEnd,Preço lido: 25.5200
12483.825812168,10,Executor,140720513602728,ReadStart,Tentando ler o preço da PETR4
12483.825822247,10,Executor,140720513602728,ReadEnd,Preço lido: 25.5200
12483.825841840,10,Executor,140720513602736,WriteStart,Preço a ser escrito: 25.5300
12483.825848430,10,Executor,140720513602736,WriteEnd,Escrita concluída
12483.825875479,10,Executor,140720513602724,ReadStart,Tentando ler o preço da PETR4
12483.825882544,10,Executor,140720513602724,ReadEnd,Preço lido: 25.5300
12483.825943207,10,Executor,140720513602732,WriteStart,Preço a ser escrito: 25.5300
12483.825947318,10,Executor,140720513602732,WriteEnd,Escrita concluída
12483.825983108,10,Executor,140720513602736,ReadStart,Tentando ler o preço da PETR4
12483.825989851,10,Executor,140720513602736,ReadEnd,Preço lido: 25.5300
12483.826034466,10,Executor,140720513602720,WriteStart,Preço a ser escrito: 25.5300
12483.826037563,10,Executor,140720513602724,WriteStart,Preço a ser escrito: 25.5400
12483.826041869,10,Executor,140720513602732,ReadStart,Tentando ler o preço da PETR4
12483.826049709,10,Executor,140720513602724,WriteEnd,Escrita concluída
12483.826040310,10,Executor,140720513602720,WriteEnd,Escrita concluída
12483.826058414,10,Executor,140720513602732,ReadEnd,Preço lido: 25.5400
12483.826149738,10,Executor,140720513602724,ReadStart,Tentando ler o preço da PETR4
12483.826152633,10,Executor,140720513602728,WriteStart,Preço a ser escrito: 25.5300
12483.826165866,10,Executor,140720513602724,ReadEnd,Preço lido: 25.5400
12483.826168280,10,Executor,140720513602728,WriteEnd,Escrita concluída
12483.826316979,10,Executor,140720513602732,WriteStart,Preço a ser escrito: 25.5500
12483.826323066,10,Executor,140720513602732,WriteEnd,Escrita concluída
12483.826341893,10,Executor,140720513602736,WriteStart,Preço a ser escrito: 25.5400
12483.826349031,10,Executor,140720513602736,WriteEnd,Escrita concluída
12483.826192991,10,Executor,140720513602720,ReadStart,Tentando ler o preço da PETR4
12483.826371310,10,Executor,140720513602720,ReadEnd,Preço lido: 25.5400
12483.826431746,10,Executor,140720513602728,ReadStart,Tentando ler o preço da PETR4
12483.826440411,10,Executor,140720513602728,ReadEnd,Preço lido: 25.5400
12483.826494015,10,Executor,140720513602732,ReadStart,Tentando ler o preço da PETR4
12483.826502603,10,Executor,140720513602732,ReadEnd,Preço lido: 25.5400
12483.826515825,10,Executor,140720513602736,ReadStart,Tentando ler o preço da PETR4
12483.826525126,10,Executor,140720513602736,ReadEnd,Preço lido: 25.5400
12483.826547163,10,Executor,140720513602724,WriteStart,Preço a ser escrito: 25.5500
12483.826550911,10,Executor,140720513602724,WriteEnd,Escrita concluída
12483.826600354,10,Executor,140720513602728,WriteStart,Preço a ser escrito: 25.5500
12483.826604688,10,Executor,140720513602728,WriteEnd,Escrita concluída
12483.826647063,10,Executor,140720513602724,ReadStart,Tentando ler o preço da PETR4
12483.826657277,10,Executor,140720513602724,ReadEnd,Preço lido: 25.5500
12483.826659892,10,Executor,140720513602720,WriteStart,Preço a ser escrito: 25.5500
12483.826664371,10,Executor,140720513602720,WriteEnd,Escrita concluída
12483.826695767,10,Executor,140720513602728,ReadStart,Tentando ler o preço da PETR4
12483.826704324,10,Executor,140720513602728,ReadEnd,Preço lido: 25.5500
12483.826770044,10,Executor,140720513602732,WriteStart,Preço a ser escrito: 25.5500
12483.826774425,10,Executor,140720513602732,WriteEnd,Escrita concluída
12483.826828342,10,Executor,140720513602736,WriteStart,Preço a ser escrito: 25.5500
12483.826833013,10,Executor,140720513602736,WriteEnd,Escrita concluída
12483.826835842,10,Executor,140720513602720,ReadStart,Tentando ler o preço da PETR4
12483.826846075,10,Executor,140720513602720,ReadEnd,Preço lido: 25.5500
12483.826933808,10,Executor,140720513602736,ReadStart,Tentando ler o preço da PETR4
12483.826942553,10,Executor,140720513602736,ReadEnd,Preço lido: 25.5500
12483.826942209,10,Executor,140720513602724,WriteStart,Preço a ser escrito: 25.5600
12483.826955686,10,Executor,140720513602724,WriteEnd,Escrita concluída
12483.826989240,10,Executor,140720513602728,WriteStart,Preço a ser escrito: 25.5600
12483.826994305,10,Executor,140720513602728,WriteEnd,Escrita concluída
12483.827047909,10,Executor,140720513602720,WriteStart,Preço a ser escrito: 25.5600
12483.827052896,10,Executor,140720513602720,WriteEnd,Escrita concluída
12483.827196850,10,Executor,140720513602736,WriteStart,Preço a ser escrito: 25.5600
12483.827201081,10,Executor,140720513602736,WriteEnd,Escrita concluída
12483.827504780,10,Análise,-1,Start,Iniciando análise de resultados
12483.827521622,10,Análise,-1,ContadorCheck,Esperado: 25, Resultado: 11
12483.827557720,10,Análise,-1,PrecoCheck,Esperado: 25.75, Resultado: 25.56
12483.827591859,10,Análise,-1,End,Análise concluída
